Serial No.,Flight Company,Flight ID,City Pair,Airports Pair,IATA Code Pair,Date,Class,Price (INR),Departure Time,Arrival Time
2822,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-06-26,Business,8020,09:45,11:45
2823,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-06-26,First,11457,09:45,11:45
2824,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-09-04,Economy,5838,02:15,06:15
2825,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-09-04,Business,10216,02:15,06:15
2826,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-09-04,First,14595,02:15,06:15
2827,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-12-02,Economy,4690,23:00,03:00
2828,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-12-02,Business,8207,23:00,03:00
2829,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-12-02,First,11725,23:00,03:00
2830,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2026-01-16,Economy,4702,20:15,21:15
2831,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2026-01-16,Business,8228,20:15,21:15
2832,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2026-01-16,First,11755,20:15,21:15
2833,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-10-20,Economy,4263,14:30,17:30
2834,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-10-20,Business,7460,14:30,17:30
2835,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-10-20,First,10657,14:30,17:30
2836,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-06-07,Economy,7314,15:00,18:00
2837,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-06-07,Business,12799,15:00,18:00
2838,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-06-07,First,18285,15:00,18:00
2839,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-08-27,Economy,3925,04:15,06:15
2840,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-08-27,Business,6868,04:15,06:15
2841,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-08-27,First,9812,04:15,06:15
2842,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-12-31,Economy,4517,18:45,19:45
2843,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-12-31,Business,7904,18:45,19:45
2844,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-12-31,First,11292,18:45,19:45
2845,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2026-05-24,Economy,7265,21:45,01:45
2846,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2026-05-24,Business,12713,21:45,01:45
2847,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2026-05-24,First,18162,21:45,01:45
2848,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-07-23,Economy,6304,08:15,10:15
2849,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-07-23,Business,11032,08:15,10:15
2850,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-07-23,First,15760,08:15,10:15
2851,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-11-21,Economy,4293,00:15,03:15
2852,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-11-21,Business,7512,00:15,03:15
2853,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-11-21,First,10732,00:15,03:15
2854,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2026-04-19,Economy,3040,03:15,06:15
2855,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2026-04-19,Business,5320,03:15,06:15
2856,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2026-04-19,First,7600,03:15,06:15
2857,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-11-27,Economy,7334,04:00,06:00
2858,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-11-27,Business,12834,04:00,06:00
2859,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-11-27,First,18335,04:00,06:00
2860,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2026-04-05,Economy,7212,05:45,07:45
2861,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2026-04-05,Business,12621,05:45,07:45
2862,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2026-04-05,First,18030,05:45,07:45
2863,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-12-28,Economy,6951,16:15,20:15
2864,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-12-28,Business,12164,16:15,20:15
2865,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-12-28,First,17377,16:15,20:15
2866,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-09-12,Economy,6059,10:15,11:15
2867,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-09-12,Business,10603,10:15,11:15
2868,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-09-12,First,15147,10:15,11:15
2869,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2026-02-18,Economy,3204,01:30,03:30
2870,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2026-02-18,Business,5607,01:30,03:30
2871,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2026-02-18,First,8010,01:30,03:30
2872,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-08-15,Economy,6349,17:15,21:15
2873,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-08-15,Business,11110,17:15,21:15
2874,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-08-15,First,15872,17:15,21:15
2875,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-11-22,Economy,4909,14:15,16:15
2876,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-11-22,Business,8590,14:15,16:15
2877,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2025-11-22,First,12272,14:15,16:15
2878,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2026-04-15,Economy,6678,06:00,07:00
2879,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2026-04-15,Business,11686,06:00,07:00
2880,Akasa Air,QP6472,Ahmedabad - Chennai,Sardar Vallabhbhai Patel International Airport - Chennai International Airport,AMD - MAA,2026-04-15,First,16695,06:00,07:00
2881,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-08-01,Economy,3326,05:30,08:30
2882,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-08-01,Business,5820,05:30,08:30
2883,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-08-01,First,8315,05:30,08:30
2884,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2026-03-16,Economy,5515,23:45,01:45
2885,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2026-03-16,Business,9651,23:45,01:45
2886,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2026-03-16,First,13787,23:45,01:45
2887,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-09-27,Economy,3284,07:45,11:45
2888,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-09-27,Business,5747,07:45,11:45
2889,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-09-27,First,8210,07:45,11:45
2890,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2026-02-22,Economy,6427,20:30,21:30
2891,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2026-02-22,Business,11247,20:30,21:30
2892,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2026-02-22,First,16067,20:30,21:30
2893,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2026-05-05,Economy,3722,12:30,14:30
2894,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2026-05-05,Business,6513,12:30,14:30
2895,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2026-05-05,First,9305,12:30,14:30
2896,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2026-04-12,Economy,3014,00:45,03:45
2897,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2026-04-12,Business,5274,00:45,03:45
2898,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2026-04-12,First,7535,00:45,03:45
2899,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-07-01,Economy,4532,04:30,08:30
2900,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-07-01,Business,7931,04:30,08:30
2901,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-07-01,First,11330,04:30,08:30
2902,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2026-04-20,Economy,4586,11:30,13:30
2903,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2026-04-20,Business,8025,11:30,13:30
2904,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2026-04-20,First,11465,11:30,13:30
2905,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-08-11,Economy,4649,06:45,10:45
2906,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-08-11,Business,8135,06:45,10:45
2907,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-08-11,First,11622,06:45,10:45
2908,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-11-20,Economy,3179,06:00,08:00
2909,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-11-20,Business,5563,06:00,08:00
2910,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-11-20,First,7947,06:00,08:00
2911,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-08-30,Economy,5803,06:00,07:00
2912,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-08-30,Business,10155,06:00,07:00
2913,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-08-30,First,14507,06:00,07:00
2914,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-09-30,Economy,7927,13:30,14:30
2915,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-09-30,Business,13872,13:30,14:30
2916,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-09-30,First,19817,13:30,14:30
2917,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-12-14,Economy,5708,15:45,16:45
2918,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-12-14,Business,9989,15:45,16:45
2919,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-12-14,First,14270,15:45,16:45
2920,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-09-18,Economy,7908,23:15,02:15
2921,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-09-18,Business,13839,23:15,02:15
2922,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-09-18,First,19770,23:15,02:15
2923,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-12-06,Economy,4607,20:45,21:45
2924,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-12-06,Business,8062,20:45,21:45
2925,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-12-06,First,11517,20:45,21:45
2926,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2026-01-02,Economy,5554,12:30,13:30
2927,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2026-01-02,Business,9719,12:30,13:30
2928,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2026-01-02,First,13885,12:30,13:30
2929,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-10-20,Economy,7120,00:30,03:30
2930,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-10-20,Business,12460,00:30,03:30
2931,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-10-20,First,17800,00:30,03:30
2932,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-11-16,Economy,5647,00:30,01:30
2933,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-11-16,Business,9882,00:30,01:30
2934,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-11-16,First,14117,00:30,01:30
2935,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-07-19,Economy,5608,00:30,01:30
2936,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-07-19,Business,9814,00:30,01:30
2937,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-07-19,First,14020,00:30,01:30
2938,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-11-21,Economy,3061,02:00,03:00
2939,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-11-21,Business,5356,02:00,03:00
2940,Akasa Air,QP1849,Pune - Bengaluru,Pune Airport - Kempegowda International Airport,PNQ - BLR,2025-11-21,First,7652,02:00,03:00
2941,Akasa Air,QP3474,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2025-10-29,Economy,7412,23:15,01:15
2942,Akasa Air,QP3474,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2025-10-29,Business,12971,23:15,01:15
2943,Akasa Air,QP3474,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2025-10-29,First,18530,23:15,01:15
2944,Akasa Air,QP3474,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2025-08-21,Economy,3745,07:15,09:15
2945,Akasa Air,QP3474,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2025-08-21,Business,6553,07:15,09:15
2946,Akasa Air,QP3474,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2025-08-21,First,9362,07:15,09:15
2947,Akasa Air,QP3474,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2026-05-15,Economy,4325,10:30,11:30
2948,Akasa Air,QP3474,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2026-05-15,Business,7568,10:30,11:30
2949,Akasa Air,QP3474,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2026-05-15,First,10812,10:30,11:30
2950,Akasa Air,QP3474,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2026-03-25,Economy,5208,17:45,19:45
2951,Akasa Air,QP3474,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2026-03-25,Business,9114,17:45,19:45
